Prscrbr_Geo_Desc,Gnrc_Name,DY13,DY14,DY15,DY16,DY17,DY18,DY19,DY20,DY21
West Virginia,Sodium Polystyrene Sulfonate,2543,2831,2578,737,510,533,738,528,514
West Virginia,Solifenacin Succinate,15173,15793,13166,12440,"10,609",8459,5855,4186,4948
West Virginia,Somatropin,140,214,235,261,8.03761E+11,201,77,51,109
West Virginia,Sorafenib Tosylate,98,55,50,48,39,65,49,30,30
West Virginia,Sotalol Hcl,11394,12086,13394,14671,"14,264,515",13807,12648,12890,11811
West Virginia,Spironolact/Hydrochlorothiazid,2594,2520,2313,2142,"1,868",1643,1417,1269,1141
West Virginia,Spironolactone,43136,45505,48801,51788,"1,250,565",50089,48977,48468,48166
West Virginia,"Sub-Q Insulin Device, 20 Unit",35,87,193,238,216,273,365,310,289
West Virginia,"Sub-Q Insulin Device, 30 Unit",53,105,210,279,338,395,406,347,406
West Virginia,"Sub-Q Insulin Device, 40 Unit",98,207,343,369,470,503,626,682,561
West Virginia,Sucralfate,19569,21545,22387,23916,"292,120,808",24426,24589,25154,25080
West Virginia,Sulfacetamide Sodium,747,743,765,654,559,623,496,407,355
West Virginia,Sulfamethoxazole/Trimethoprim,44901,44933,43652,43950,"4,384,714",42157,41277,38675,37605
West Virginia,Sulfasalazine,2770,2996,3171,3019,"2,849,363",3589,3410,3361,2838
West Virginia,Sulindac,3309,3120,3411,3441,"3,407",3340,3242,3036,2888
West Virginia,Sumatriptan,179,180,154,137,104,169,164,211,188
West Virginia,Sumatriptan Succinate,8133,9324,10213,9850,"152,310,267",10582,10895,11263,11501
West Virginia,Sunitinib Malate,156,118,114,140,134,141,141,82,55
West Virginia,Tacrolimus,626,582,589,730,"351,085",988,853,946,1009
West Virginia,Tadalafil,1365,1318,1632,2345,"2,851,609",1490,1351,1151,926
West Virginia,Tafluprost/Pf,162,277,309,388,381,360,362,327,271
West Virginia,Tamoxifen Citrate,3337,3418,3125,3028,"2,750",2622,2083,1962,1695
West Virginia,Tamsulosin Hcl,91408,99642,110870,121201,"291,25,139",126548,125552,125048,121683
West Virginia,Tapentadol Hcl,584,599,616,735,322419,589,653,700,593
West Virginia,Tazarotene,124,90,42,34,1633,33,34,33,31
West Virginia,Telmisartan,4200,3383,2737,2510,"632,340",2121,3984,4094,3849
West Virginia,Telmisartan/Amlodipine,41,47,42,37,42,56,68,57,44
West Virginia,Telmisartan/Hydrochlorothiazid,2421,1930,1567,1458,"611,156",788,1014,935,727
West Virginia,Temazepam,25326,27720,26262,23164,"19,030",17004,15676,14760,13622
West Virginia,Tenofovir Disoproxil Fumarate,485,405,357,387,325,377,307,245,190
West Virginia,Terazosin Hcl,17685,16649,16344,14986,"13,613",12266,11163,10273,9097
West Virginia,Terbinafine Hcl,2990,2836,3360,3636,"3,307",3114,3174,3143,3713
West Virginia,Terbutaline Sulfate,323,273,197,134,111,87,57,37,41
West Virginia,Terconazole,1115,1164,1177,1093,"1,066",1099,1084,974,918
West Virginia,Teriflunomide,51,195,271,365,444,418,570,509,508
West Virginia,Teriparatide,716,660,518,408,497,606,572,462,419
West Virginia,Testosterone,5911,3962,2968,2855,"192,188,416,320,449",2595,1825,1749,1693
West Virginia,Testosterone Cypionate,3184,2923,3226,3630,"1,154,124",4364,4520,4869,4735
West Virginia,Testosterone Enanthate,163,110,125,125,102,120,95,112,72
West Virginia,Tetrabenazine,168,199,215,214,12177,161,182,213,220
West Virginia,Tetracycline Hcl,36,262,427,479,432,449,520,324,380
West Virginia,Thalidomide,96,74,81,85,62,40,22,22,36
West Virginia,Theophylline Anhydrous,17161,15419,14755,12561,"138,950,864,561",9519,8041,7302,6013
West Virginia,Thioridazine Hcl,1636,1505,1214,1070,956,737,436,323,324
West Virginia,Thiothixene,903,669,632,575,424,371,104,135,139
West Virginia,"Thyroid,pork",1798,2298,2345,2666,"2,731,215",3246,3351,3592,3719
West Virginia,Tiagabine Hcl,491,380,295,320,104149,292,252,246,159
West Virginia,Ticagrelor,1693,3045,4335,5750,"7,298",9155,11009,10956,10502
West Virginia,Tigecycline,289,152,142,103,4753,166,110,64,37
West Virginia,Timolol,312,202,177,161,100,88,61,67,64
West Virginia,Timolol Maleate,16168,15446,14931,15117,"9,115,401",16646,15783,14950,14266
West Virginia,Timolol Maleate/Pf,21,40,41,59,72,50,48,56,82
West Virginia,Tiotropium Bromide,58884,60432,62661,51291,"363,775,800",34487,31064,27255,25649
West Virginia,Tizanidine Hcl,31650,35350,38967,45053,"4,740,116",49250,48050,49674,47628
West Virginia,Tobramycin,1642,1665,1665,2081,"154,553",1556,1360,1114,1064
West Virginia,Tobramycin Sulfate,97,141,115,154,66,102,89,105,75
West Virginia,Tobramycin/Dexamethasone,3634,3326,3080,3217,"500,302,332",2831,2774,2776,2359
West Virginia,Tobramycin/Lotepred Etab,126,118,51,53,82,65,47,33,34
West Virginia,Tocilizumab,51,36,33,50,47,86,108,194,166
West Virginia,Tofacitinib Citrate,62,210,302,418,331247,1011,1163,1235,1199
West Virginia,Tolterodine Tartrate,10667,9473,9333,9565,"3,420,166,547",7751,6649,5918,5508
West Virginia,Tolvaptan,47,42,14,14,15,25,45,56,71
West Virginia,Topiramate,28118,29003,31186,32715,"142,973,166,439,232",31597,30458,29779,28527
West Virginia,Torsemide,20683,20767,21366,21694,"21,551",21659,22057,21687,21299
West Virginia,Tramadol Hcl,126288,132400,133498,133995,"1,27,21375549",124230,121736,118221,113928
West Virginia,Tramadol Hcl/Acetaminophen,7121,6163,5819,4589,"389,817",3398,3151,2927,2433
West Virginia,Trandolapril,1940,1826,1590,1347,"1,045",813,645,608,501
West Virginia,Trandolapril/Verapamil Hcl,230,142,145,158,5970,101,98,94,71
West Virginia,Tranexamic Acid,20,14,28,36,33,51,53,62,86
West Virginia,Tranylcypromine Sulfate,31,26,50,46,49,45,26,37,36
West Virginia,Travoprost,13242,12490,11754,11239,"10,124",8991,8121,7033,4675
West Virginia,Trazodone Hcl,79342,86884,93359,101592,"1,03,381",102778,104533,108125,108627
West Virginia,Tretinoin,875,892,703,761,18473,551,618,723,950
West Virginia,Triamcinolone Acetonide,24251,26262,27324,29075,"8,230,544",34547,36875,36201,37119
West Virginia,Triamterene,184,155,132,57,41,22,29,51,66
West Virginia,Triamterene/Hydrochlorothiazid,43877,41542,40080,37652,"2,134,438",31231,27512,25517,23321
West Virginia,Triazolam,771,690,659,729,728,717,589,554,544
West Virginia,Trifluoperazine Hcl,757,735,714,596,529,478,130,145,125
West Virginia,Trifluridine,112,124,122,112,105,89,104,119,102
West Virginia,Trihexyphenidyl Hcl,2313,2173,2199,1814,"1,855",1659,1393,1396,1260
West Virginia,Trimethoprim,6968,7001,7048,7107,"6,457",6310,6179,5967,4783
West Virginia,Trimipramine Maleate,57,47,47,45,3317,50,38,21,14
West Virginia,Trospium Chloride,1199,1082,975,963,541368,804,866,818,688
West Virginia,Ursodiol,1909,1935,1882,1940,"1,718",1665,1571,1611,1613
West Virginia,Ustekinumab,58,59,74,63,104,127,188,281,380
West Virginia,Valacyclovir Hcl,8125,8990,10047,11044,"1,186,634",13029,14105,14108,14583
West Virginia,Valganciclovir Hcl,61,39,29,34,75,62,80,69,181
West Virginia,Valproic Acid,878,759,772,809,11708,616,601,564,644
West Virginia,Valproic Acid (As Sodium Salt),1472,1405,1384,1164,"181,130",1151,1279,1296,1254
West Virginia,Valsartan,46801,37722,33762,36169,"31,737,758",26554,16696,18785,20211
West Virginia,Valsartan/Hydrochlorothiazide,27452,26179,24531,24073,"12,023,147",17717,10674,10331,9770
West Virginia,Vancomycin Hcl,2948,2999,3510,3817,"3,787",4187,4831,4127,3823
West Virginia,Varenicline Tartrate,2633,2743,2258,3091,"3,646",3604,3783,3378,1924
West Virginia,Vemurafenib,61,63,35,36,32,39,37,22,16
West Virginia,Venlafaxine Hcl,46665,50147,53589,56943,"236,644,350,385",55867,54451,53822,52552
West Virginia,Verapamil Hcl,26164,24742,23859,22950,"311,407,212,443,940,000,000",18521,15849,14313,13061
West Virginia,Vismodegib,36,88,119,81,50,69,85,67,53
West Virginia,Voriconazole,32,49,69,125,112,128,127,139,104
West Virginia,Warfarin Sodium,152848,142101,133808,118138,"2,637,389,498,794",87119,70099,58650,48463
West Virginia,"Water For Irrigation,sterile",41,85,68,57,85,65,64,61,36
West Virginia,Zafirlukast,2068,1943,1664,1375,"281,061",1027,865,861,713
West Virginia,Zaleplon,1748,1785,1419,1095,996,877,829,790,787
West Virginia,Ziprasidone Hcl,13611,13119,12840,12236,"5,611,317",10373,9732,9266,8927
West Virginia,Ziprasidone Mesylate,218,339,154,168,188,131,116,110,109
West Virginia,Zolmitriptan,424,533,576,552,3597258,493,406,316,268
West Virginia,Zolpidem Tartrate,96736,85727,75702,66146,"6,167,626,282,764",60359,51155,54306,54177
West Virginia,Zonisamide,3482,3066,2856,2770,"632,889",3319,3287,3573,3161
Wisconsin,0.9 % Sodium Chloride,2651,2841,2597,2656,"1,793",2041,1907,1940,1891
Wisconsin,Abacavir Sulfate,571,606,593,521,43826,492,386,281,258
Wisconsin,Abacavir Sulfate/Lamivudine,959,977,822,701,50959,430,331,194,156
Wisconsin,Abatacept,587,707,887,799,684196,1086,1331,1483,1514
Wisconsin,Abiraterone Acetate,1324,1930,2144,1843,"1,697",3100,3608,4083,5098
Wisconsin,Acamprosate Calcium,1555,1347,1402,1577,"1,696",1763,1901,2197,2507
Wisconsin,Acarbose,2407,2335,2437,2334,"2,229",2063,1927,1956,1930
Wisconsin,Acebutolol Hcl,2318,2338,2101,1954,"1,733",1672,1588,1527,1298
Wisconsin,Acetaminophen With Codeine,60860,59793,62420,59528,"5,387,215",50409,48691,45699,42344
Wisconsin,Acetazolamide,5718,6011,6185,5954,"590,312",6054,5768,4789,5583
Wisconsin,Acetic Acid,1819,1762,1578,1716,"1,833",1946,1976,1842,1591
Wisconsin,Acetylcysteine,278,422,540,921,699,634,605,455,434
Wisconsin,Acitretin,554,624,700,860,90012,1081,1192,1156,1066
Wisconsin,Aclidinium Bromide,1363,2986,3512,2103,"1,369",1163,882,581,370
Wisconsin,Acyclovir,23439,25832,27237,29690,"31,164,150",33066,33618,34348,34738
Wisconsin,Adalimumab,7231,8049,9328,10325,"188,292,686,568",11851,12920,12958,13931
Wisconsin,Adapalene,410,478,440,359,403,365,382,400,409
Wisconsin,Adapalene/Benzoyl Peroxide,26,35,68,84,89,40,24,43,28
Wisconsin,Adefovir Dipivoxil,76,63,62,53,31,37,38,38,32
Wisconsin,Afatinib Dimaleate,19,76,70,139,146,93,74,73,48
Wisconsin,Albendazole,58,96,91,97,65,66,46,46,50
Wisconsin,Albuterol Sulfate,207086,219600,234234,239199,"8,1371,22,2262,0213,9571,24,208",274600,283041,308400,309871
Wisconsin,Alcaftadine,494,480,508,304,195,194,187,159,115
Wisconsin,Alclometasone Dipropionate,392,740,735,801,797,696,634,594,539
Wisconsin,Alcohol Antiseptic Pads,7158,8859,10049,13345,"115,661,572,866,946,000,000,000,000,000",18154,18413,19591,18401
Wisconsin,Alendronate Sodium,156883,146611,142779,140863,"1,40,5803524",142319,145056,146066,149455
Wisconsin,Alfuzosin Hcl,6345,6910,8372,9245,"1,027,827",11132,11245,11965,13240
Wisconsin,Aliskiren Hemifumarate,2739,1900,1581,1363,874,678,509,469,388
Wisconsin,Aliskiren/Hydrochlorothiazide,501,318,191,134,107,79,71,63,89
Wisconsin,Allopurinol,173106,176694,182860,188853,"1,91,901",196851,201503,208918,209698
Wisconsin,Almotriptan Malate,141,137,101,118,115,99,107,98,69
Wisconsin,Alosetron Hcl,260,245,192,213,214,243,198,170,157
Wisconsin,Alpha-1-Proteinase Inhibitor,268,282,268,282,512610581,265,270,335,383
Wisconsin,Alprazolam,186268,198327,208226,205879,"1,87,6201,63317121689432",177273,171487,168427,159263
Wisconsin,Amantadine Hcl,10298,10369,10880,11203,"10,983",11214,10990,10915,10653
Wisconsin,Ambrisentan,864,1110,1333,1185,"1,115",994,1170,1176,1111
Wisconsin,Amikacin Sulfate,78,61,143,180,103,105,85,109,112
Wisconsin,Amiloride Hcl,2504,2459,2593,2822,"2,909",2987,2981,3213,3300
Wisconsin,Amiloride/Hydrochlorothiazide,2503,2313,2021,1912,"1,639",1534,1329,1229,1025
Wisconsin,Aminocaproic Acid,115,139,84,46,60,44,80,46,22
Wisconsin,Amiodarone Hcl,40886,41889,43446,44474,"45,849,868",47795,48448,48801,49485
Wisconsin,Amitriptyline Hcl,79162,77677,72907,72441,"72,049",70710,68454,69030,67569
Wisconsin,Amlodipine Bes/Olmesartan Med,3633,3664,2977,2727,"1,818,486",2039,1992,1795,1726
Wisconsin,Amlodipine Besylate,543476,562240,583153,607601,"6,30,885570",663627,693975,732812,764720
Wisconsin,Amlodipine Besylate/Benazepril,22457,20348,18615,18075,"1,717,885",16684,16362,16147,15633
Wisconsin,Amlodipine/Atorvastatin,1471,1410,1359,1310,"106,726",1348,1544,1543,1377
Wisconsin,Amlodipine/Valsartan/Hcthiazid,1635,1667,1147,897,87622,635,355,407,59
Wisconsin,Ammonium Lactate,6241,6740,6951,6906,"7,067",8056,8394,7865,8390
Wisconsin,Amoxapine,490,433,455,418,254,34,67,38,38
Wisconsin,Amoxicillin,116209,122990,128309,131111,"1,36,747",139113,143154,129098,149393
Wisconsin,Amoxicillin/Potassium Clav,56363,59658,65098,69923,"20,777,221",78318,85641,74335,78475
Wisconsin,Amphotericin B,203,234,252,221,116,119,65,77,62
Wisconsin,Ampicillin Sodium,84,38,45,81,107,152,199,184,164
Wisconsin,Ampicillin Sodium/Sulbactam Na,66,151,90,71,80,109,31,136,65
Wisconsin,Ampicillin Trihydrate,946,937,1007,1029,"1,036",841,589,507,528
Wisconsin,Anagrelide Hcl,784,731,707,651,643,602,540,331,433
Wisconsin,Anakinra,29,42,70,52,75,85,99,84,87
Wisconsin,Anastrozole,23639,25399,26809,28553,"2,922,434",30261,31118,31015,30795
Wisconsin,Apixaban,1352,9759,28068,54088,"86,193",135917,192474,258442,317266
Wisconsin,Apraclonidine Hcl,105,129,110,47,34,77,83,74,80
Wisconsin,Aprepitant,153,117,62,68,6512,120,198,186,256
Wisconsin,Arformoterol Tartrate,341,306,408,359,396,299,132,108,34
Wisconsin,Aripiprazole,63885,64757,63258,63287,"73,426,836,288,058",70296,73268,78081,81050
Wisconsin,Armodafinil,2007,2182,2053,2077,"1,520,524",1990,1918,1971,2077
Wisconsin,Asenapine Maleate,2556,2581,2897,2742,"2,647",2926,2752,2530,2476
Wisconsin,Aspirin/Dipyridamole,15226,12642,9696,7707,"13,734,410",4662,3755,2956,2207
Wisconsin,Atazanavir Sulfate,1795,1522,1190,901,572,397,289,179,101
Wisconsin,Atenolol,299505,281678,267799,255385,"2,07,07292",169610,161667,156294,147419
Wisconsin,Atenolol/Chlorthalidone,14174,13380,13081,12354,"11,406",10417,9653,9219,8491
Wisconsin,Atomoxetine Hcl,3319,3468,3572,3903,"18,932,427",4718,5497,6068,6773
Wisconsin,Atorvastatin Calcium,469491,571851,673651,779058,"8,72,1941,018",960656,1037720,1137865,1213347
Wisconsin,Atovaquone,373,411,439,444,617,811,814,1048,1080
Wisconsin,Atovaquone/Proguanil Hcl,691,744,861,884,"1,056",1194,1280,338,238
Wisconsin,Atropine Sulfate,1207,1064,1578,2950,"3,065",3350,3052,3871,4023
Wisconsin,Axitinib,139,113,110,117,73,44,159,304,570
Wisconsin,Azathioprine,11887,12747,13397,13836,"801,383,130",13889,13134,12473,12014
Wisconsin,Azelaic Acid,1434,1626,1575,1102,155975,1120,1291,1242,1496
Wisconsin,Azelastine Hcl,9800,11124,11503,13176,"4,714,430",16079,17306,19712,21588
Wisconsin,Azelastine/Fluticasone,248,529,669,609,560,546,549,495,566
Wisconsin,Azilsartan Med/Chlorthalidone,87,116,88,97,135,191,207,140,117
Wisconsin,Azilsartan Medoxomil,168,138,144,190,205,163,141,151,139
Wisconsin,Azithromycin,109439,109581,114747,112500,"4891,14,32832",106813,108464,77661,70581
Wisconsin,Aztreonam,102,64,66,90,1128,26,28,26,42
Wisconsin,Aztreonam Lysine,67,71,82,83,78,69,93,94,64
Wisconsin,Bacitracin,872,757,613,618,823,652,548,393,252
Wisconsin,Bacitracin/Polymyxin B Sulfate,525,501,586,484,244130,426,553,477,366
Wisconsin,Baclofen,53556,60664,67619,75645,"80,208",82529,82478,85013,88140
Wisconsin,Balsalazide Disodium,1892,2519,2867,3065,"3,293",3330,3252,3211,3009
Wisconsin,Beclomethasone Dipropionate,11319,13166,16282,12806,"1,343,469,021",5170,4126,3641,3058
Wisconsin,Benazepril Hcl,56994,56293,55423,53445,"51,704",50170,48858,48564,46009
Wisconsin,Benazepril/Hydrochlorothiazide,12019,11125,9983,9029,"8,395",7557,6513,6005,5594
Wisconsin,Benztropine Mesylate,47427,46920,44405,42872,"42,796",42315,41689,41821,41508
Wisconsin,Bepotastine Besilate,263,277,274,212,164,138,179,153,234
Wisconsin,Besifloxacin Hcl,1415,1497,1387,946,682,618,485,244,255
Wisconsin,Betaine,12,13,11,13,13,14,15,14,15
Wisconsin,Betamethasone Dipropionate,10155,9941,10380,11260,"12,123",13193,12699,12345,11811
Wisconsin,Betamethasone Valerate,4350,4450,4860,6259,"6,955",7310,7022,6928,7269
Wisconsin,Betamethasone/Propylene Glyc,3138,2846,2973,3571,"4,629",6151,6816,7006,6566
Wisconsin,Betaxolol Hcl,1977,1859,1694,1396,685493,1096,915,1291,1026
Wisconsin,Bethanechol Chloride,2512,2521,2436,2403,"2,343",2203,1897,1725,1480
Wisconsin,Bicalutamide,5264,5296,5436,5482,"5,521",5204,4616,4203,4195
Wisconsin,Bimatoprost,26200,27075,26215,24458,"66,622,168",21668,19973,18753,17191
Wisconsin,Bismuth/Metronid/Tetracycline,57,72,41,39,33,42,73,47,48
Wisconsin,Bisoprolol Fumarate,10395,10695,10392,10786,"11,582",12904,13410,14311,15320
Wisconsin,Bosentan,1515,1452,1100,835,566,462,318,302,232
Wisconsin,Bosutinib,33,102,97,126,154,129,120,184,185
Wisconsin,Brimonidine Tartrate,31224,31394,31936,33638,"104,712,484,455",38458,37291,35610,35348
Wisconsin,Brimonidine Tartrate/Timolol,14554,15655,16780,16805,"16,294",17338,16045,15158,14025
Wisconsin,Brinzolamide,9094,7861,6886,6003,"5,721",8745,5593,4758,4004
Wisconsin,Bromfenac Sodium,3896,3780,3157,2088,"378,871,251",2237,2660,2508,2759
Wisconsin,Bromocriptine Mesylate,1285,1201,1053,976,87364,953,902,850,757
Wisconsin,Budesonide,13747,15772,16600,16514,"4,576,678,521,304,980,000",18085,17525,16860,16231
Wisconsin,Budesonide/Formoterol Fumarate,37766,53576,67712,74809,"73,385",76734,79519,82392,80029
Wisconsin,Bumetanide,30900,26052,28700,33729,"37,611",41801,45543,50041,52436
Wisconsin,Buprenorphine,2375,3511,4114,4828,"6,084,378",4661,5157,5863,6240
Wisconsin,Buprenorphine Hcl,557,643,582,704,248843,1975,2883,3860,3912
Wisconsin,Buprenorphine Hcl/Naloxone Hcl,5894,6823,6898,7472,"6,589,303,123",13297,17471,21329,22028
Wisconsin,Bupropion Hcl,115664,125049,132507,141844,"127,115,330,185,609,000,000,000",161135,166457,173412,180759
Wisconsin,Buspirone Hcl,47913,51560,57333,65698,"76,065",85472,93627,104125,111219
Wisconsin,Butalb/Acetaminophen/Caffeine,345,7577,7155,7065,"794,213",8230,8596,8728,8800
Wisconsin,Butalbit/Acetamin/Caff/Codeine,1186,1014,932,808,110741,847,887,911,853
Wisconsin,Butalbital/Aspirin/Caffeine,124,1483,1280,1257,"1,365",1253,1268,1126,1064
Wisconsin,Butorphanol Tartrate,639,482,503,529,553,591,540,571,548
Wisconsin,C1 Esterase Inhibitor,40,31,45,55,47,54,59,67,56
Wisconsin,Cabergoline,1017,1049,1071,1115,"1,215",1251,1277,1381,1233
Wisconsin,Calcipotriene,2499,2625,2574,2398,"2,591",4119,3477,2640,2306
Wisconsin,Calcipotriene/Betamethasone,366,368,422,335,1922971,266,265,245,210
Wisconsin,"Calcitonin,salmon,synthetic",11512,9920,8831,7702,"697,314",5599,4922,4279,4107
Wisconsin,Calcitriol,22336,22286,23137,25457,"26,864",26709,25446,24617,23935
Wisconsin,Calcium Acetate,8011,7714,7945,8264,"836,965",8293,8088,7046,6249
Wisconsin,Canagliflozin,425,3477,9701,13704,"15,423",13133,9459,10368,7092
Wisconsin,Candesartan Cilexetil,2484,2997,3037,2978,"1,442,659",3551,5681,5814,5419
Wisconsin,Candesartan/Hydrochlorothiazid,599,595,608,585,27545,655,931,1025,926
Wisconsin,Captopril,7510,6259,5596,4804,"3,926",2887,2272,1900,1602
Wisconsin,Carbamazepine,50303,49455,49107,48008,"262,481,449,390,213,000,000,000,000",43876,40544,37917,35448
Wisconsin,Carbidopa,815,615,471,372,33712,392,347,327,340
Wisconsin,Carbidopa/Levodopa,76007,76030,79311,79473,"6,233,514,113,259,320,000,000",79535,77941,73379,72597
Wisconsin,Carbidopa/Levodopa/Entacapone,2427,1973,1683,1290,955262512,962,802,746,542
Wisconsin,Carisoprodol,12301,10945,7575,5486,"517,312",4692,4948,4598,4425
Wisconsin,Carteolol Hcl,655,609,577,597,579,485,401,907,727
Wisconsin,Carvedilol,180826,194000,203644,212071,"2,16,239128",219228,221242,225569,228675
Wisconsin,Carvedilol Phosphate,1821,1638,1342,1083,49901,945,711,640,624
Wisconsin,Cefaclor,135,151,147,204,182,170,168,133,163
Wisconsin,Cefazolin Sodium,338,523,460,445,505,716,787,1014,1261
Wisconsin,Cefdinir,7133,7842,9455,10877,"13,677",15926,20368,20176,23621
Wisconsin,Cefepime Hcl,414,479,393,337,513,501,715,589,878
Wisconsin,Cefixime,231,158,159,129,142,168,193,135,126
Wisconsin,Cefpodoxime Proxetil,1932,2169,2291,2751,"3,037",3636,4209,4660,4939
Wisconsin,Cefprozil,1005,1017,1008,987,951,854,717,411,551
Wisconsin,Ceftaroline Fosamil Acetate,75,78,107,52,36,63,54,20,11
Wisconsin,Ceftriaxone Sodium,2706,2399,2589,2252,"2,155",2438,2712,3068,3152
Wisconsin,Cefuroxime Axetil,15950,16052,17539,18072,"1,318,801",18425,18494,14889,14447
Wisconsin,Celecoxib,49243,46273,41086,40571,"99,140,048",43917,47562,50790,54970
Wisconsin,Cephalexin,73530,75953,82267,89113,"96,157",101869,108550,105211,115764
Wisconsin,Certolizumab Pegol,733,848,904,961,"1,006",839,840,888,779
Wisconsin,Cetirizine Hcl,306,414,428,388,336,337,361,385,430
Wisconsin,Cevimeline Hcl,1348,1524,1570,1546,"165,238",1547,1511,1693,1608
Wisconsin,Chlorambucil,346,394,401,355,259,193,107,70,48
Wisconsin,Chlordiazepoxide Hcl,1953,1826,1982,2120,"2,114",2071,1897,1815,1527
Wisconsin,Chlorhexidine Gluconate,20557,22394,23670,24392,"25,974,209,143",27522,28484,27903,30200
Wisconsin,Chloroquine Phosphate,246,239,157,128,203,155,157,117,92
Wisconsin,Chlorpromazine Hcl,4193,4130,4056,4075,"3,639",3481,3257,3196,3197
Wisconsin,Chlorthalidone,27092,28283,30525,33908,"37,413",42510,47626,51726,53737
Wisconsin,Chlorzoxazone,1190,954,819,729,64432,772,972,733,634
Wisconsin,Cholestyramine (With Sugar),8797,9078,9388,9782,"10,002",10113,9985,10334,10953
Wisconsin,Cholestyramine/Aspartame,5116,5149,4930,4932,"34,701,473",4781,4963,4627,4327
Wisconsin,Ciclesonide,855,916,730,579,3396622,312,483,533,443
Wisconsin,Ciclopirox,2232,2516,3047,3395,"3,659",4020,4473,4664,5609
Wisconsin,Ciclopirox Olamine,1945,2036,1926,2061,"2,142",2370,2256,2336,2422
Wisconsin,Cilostazol,13115,12415,12110,12446,"11,765",11588,11408,11084,10784
Wisconsin,Cimetidine,2270,2014,1688,1578,"1,458",1042,601,3616,2938
Wisconsin,Cinacalcet Hcl,10091,10299,11678,12685,"13,011",4547,4955,5083,4431
Wisconsin,Ciprofloxacin,115,127,69,40,18,21,31,44,56
Wisconsin,Ciprofloxacin Hcl,101397,103729,104956,99667,"1,061,890,083",81840,72863,65152,65424
Wisconsin,Ciprofloxacin Hcl/Dexameth,3780,4008,3427,3218,"3,066",3094,2928,2794,3206
Wisconsin,Ciprofloxacin/Hydrocortisone,429,374,404,492,396,395,297,288,290
Wisconsin,Citalopram Hydrobromide,220545,207761,195785,185374,"1731,73,944",165388,154687,150400,142411
Wisconsin,Clarithromycin,5170,4491,4408,3991,"357,867",3138,2962,2392,2203
Wisconsin,Clemastine Fumarate,175,139,114,104,84,60,70,78,75
Wisconsin,Clindamycin Hcl,40552,42742,45157,46919,"46,595",45420,44247,40616,42677
Wisconsin,Clindamycin Palmitate Hcl,156,141,167,148,6078,102,122,104,94
Wisconsin,Clindamycin Phos/Benzoyl Perox,341,305,281,276,29227,318,308,300,344
Wisconsin,Clindamycin Phosphate,6572,6984,7487,7670,"7,647",8017,8564,8963,9267
Wisconsin,Clobazam,858,1425,1874,2452,"2,878",3504,3698,3944,4539
Wisconsin,Clobetasol Propionate,30744,34177,32922,29692,"2,488,512",23723,26106,29845,34760
Wisconsin,Clobetasol Propionate/Emoll,1127,1123,1053,948,72520,594,602,672,697
Wisconsin,Clomipramine Hcl,4969,4602,4698,4915,"234,830",4718,4593,4654,4491
Wisconsin,Clonazepam,179737,189496,190916,189243,"1,81,940172",174507,173510,173296,166904
Wisconsin,Clonidine,9009,8179,8159,8196,"3,352,767,641",7726,7337,7206,6743
Wisconsin,Clonidine Hcl,68422,66654,65327,64281,"3,262,892,143",61071,59715,58412,57695
Wisconsin,Clopidogrel Bisulfate,239316,235554,231445,232101,"2,30,162666",232883,228032,229802,225081
Wisconsin,Clorazepate Dipotassium,2598,2725,2623,2361,"2,189",2026,1713,1592,1410
Wisconsin,Clotrimazole,10034,9908,10052,11515,"11,920",12302,13667,12666,13078
Wisconsin,Clotrimazole/Betamethasone Dip,16784,16257,15676,14809,"14,150",13950,14967,15099,15177
Wisconsin,Clozapine,35207,35628,34744,34030,"324,631,419,416,206",34888,33687,33395,33712
Wisconsin,Codeine Sulfate,1172,1347,1226,1221,"1,067",911,796,571,478
Wisconsin,Codeine/Butalbital/Asa/Caffein,966,788,759,718,14845524,655,636,518,519
Wisconsin,Colchicine,19826,20842,20111,19221,"1,124,954,071,043",18108,18701,18868,18727
Wisconsin,Colesevelam Hcl,8967,8403,6806,5742,"4,806",4236,3744,3444,3260
Wisconsin,Colestipol Hcl,4288,4468,4901,5126,"5,373",6212,6876,7387,7484
Wisconsin,Colistin (Colistimethate Na),52,46,65,67,102,97,90,91,84
Wisconsin,Collagenase Clostridium Hist.,4766,4409,4339,4078,"3,884",3553,3323,3039,2640
Wisconsin,Corticotropin,36,106,110,90,91,82,67,53,62
Wisconsin,Crizotinib,50,90,154,146,94,76,60,50,11
Wisconsin,Cromolyn Sodium,839,898,1001,1143,"1,168",1147,1010,1086,1126
Wisconsin,Cyclobenzaprine Hcl,84598,71199,74389,67294,"7,188,063",93903,98216,102510,111541
Wisconsin,Cyclopentolate Hcl,306,444,357,454,412,373,411,319,220
Wisconsin,Cyclophosphamide,258,240,162,138,103,132,128,86,115
Wisconsin,Cyclosporine,19515,20681,22112,22805,"22,422,600,114,918",25097,23761,21925,24057
Wisconsin,"Cyclosporine, Modified",1832,1546,1565,1535,"1,045,144,177",1195,1156,1181,1176
Wisconsin,Cyproheptadine Hcl,1189,1648,1195,1230,"1,677",1700,1688,1613,1532
Wisconsin,Dabigatran Etexilate Mesylate,15419,15576,14275,15139,"15,152",14147,11760,8195,6108
Wisconsin,Dalfampridine,1544,1729,2120,2540,"2,797",3356,3767,3765,3673
Wisconsin,"Dalteparin Sodium,porcine",424,221,175,58,82,62,41,26,20
